"max","avg","payment_id","customer_id"
"11.99","4.2006056453822965",17503,341
"11.99","4.2006056453822965",17504,341
"11.99","4.2006056453822965",17505,341
"11.99","4.2006056453822965",17506,341
"11.99","4.2006056453822965",17507,341
"11.99","4.2006056453822965",17508,341
"11.99","4.2006056453822965",17509,342
"11.99","4.2006056453822965",17510,342
"11.99","4.2006056453822965",17511,342
"11.99","4.2006056453822965",17512,343
"11.99","4.2006056453822965",17513,343
"11.99","4.2006056453822965",17514,343
"11.99","4.2006056453822965",17515,343
"11.99","4.2006056453822965",17516,343
"11.99","4.2006056453822965",17517,343
"11.99","4.2006056453822965",17518,343
"11.99","4.2006056453822965",17519,344
"11.99","4.2006056453822965",17520,344
"11.99","4.2006056453822965",17521,344
"11.99","4.2006056453822965",17522,345
"11.99","4.2006056453822965",17523,345
"11.99","4.2006056453822965",17524,345
"11.99","4.2006056453822965",17525,345
"11.99","4.2006056453822965",17526,346
"11.99","4.2006056453822965",17527,346
"11.99","4.2006056453822965",17528,346
"11.99","4.2006056453822965",17541,350
"11.99","4.2006056453822965",17542,350
"11.99","4.2006056453822965",17543,350
"11.99","4.2006056453822965",17544,350
"11.99","4.2006056453822965",17545,351
"11.99","4.2006056453822965",17546,351
"11.99","4.2006056453822965",17547,351
"11.99","4.2006056453822965",17548,352
"11.99","4.2006056453822965",17549,352
"11.99","4.2006056453822965",17550,352
"11.99","4.2006056453822965",17551,352
"11.99","4.2006056453822965",17552,352
"11.99","4.2006056453822965",17553,353
"11.99","4.2006056453822965",17554,353
"11.99","4.2006056453822965",17555,353
"11.99","4.2006056453822965",17565,357
"11.99","4.2006056453822965",17566,357
"11.99","4.2006056453822965",17567,357
"11.99","4.2006056453822965",17568,357
"11.99","4.2006056453822965",17587,362
"11.99","4.2006056453822965",17588,362
"11.99","4.2006056453822965",17589,362
"11.99","4.2006056453822965",17590,362
"11.99","4.2006056453822965",17591,362
"11.99","4.2006056453822965",17597,364
"11.99","4.2006056453822965",17598,364
"11.99","4.2006056453822965",17599,364
"11.99","4.2006056453822965",17600,364
"11.99","4.2006056453822965",17601,364
"11.99","4.2006056453822965",17607,366
"11.99","4.2006056453822965",17608,366
"11.99","4.2006056453822965",17609,367
"11.99","4.2006056453822965",17610,368
"11.99","4.2006056453822965",17611,368
"11.99","4.2006056453822965",17612,368
"11.99","4.2006056453822965",17613,368
"11.99","4.2006056453822965",17614,368
"11.99","4.2006056453822965",17615,368
"11.99","4.2006056453822965",17618,371
"11.99","4.2006056453822965",17619,371
"11.99","4.2006056453822965",17620,371
"11.99","4.2006056453822965",17621,371
"11.99","4.2006056453822965",17622,371
"11.99","4.2006056453822965",17623,371
"11.99","4.2006056453822965",17624,371
"11.99","4.2006056453822965",17628,373
"11.99","4.2006056453822965",17629,373
"11.99","4.2006056453822965",17637,376
"11.99","4.2006056453822965",17638,376
"11.99","4.2006056453822965",17639,377
"11.99","4.2006056453822965",17640,377
"11.99","4.2006056453822965",17641,377
"11.99","4.2006056453822965",17642,377
"11.99","4.2006056453822965",17643,377
"11.99","4.2006056453822965",17644,378
"11.99","4.2006056453822965",17645,378
"11.99","4.2006056453822965",17646,378
"11.99","4.2006056453822965",17647,378
"11.99","4.2006056453822965",17648,379
"11.99","4.2006056453822965",17649,379
"11.99","4.2006056453822965",17650,379
"11.99","4.2006056453822965",17651,380
"11.99","4.2006056453822965",17652,380
"11.99","4.2006056453822965",17653,380
"11.99","4.2006056453822965",17654,380
"11.99","4.2006056453822965",17655,380
"11.99","4.2006056453822965",17656,380
"11.99","4.2006056453822965",17657,380
"11.99","4.2006056453822965",17658,380
"11.99","4.2006056453822965",17669,383
"11.99","4.2006056453822965",17670,383
"11.99","4.2006056453822965",17671,383
"11.99","4.2006056453822965",17672,383
"11.99","4.2006056453822965",17673,383
"11.99","4.2006056453822965",17674,383
"11.99","4.2006056453822965",17682,385
"11.99","4.2006056453822965",17683,385
"11.99","4.2006056453822965",17684,385
"11.99","4.2006056453822965",17685,386
"11.99","4.2006056453822965",17686,386
"11.99","4.2006056453822965",17687,386
"11.99","4.2006056453822965",17688,386
"11.99","4.2006056453822965",17689,386
"11.99","4.2006056453822965",17701,389
"11.99","4.2006056453822965",17702,389
"11.99","4.2006056453822965",17703,389
"11.99","4.2006056453822965",17704,390
"11.99","4.2006056453822965",17705,390
"11.99","4.2006056453822965",17706,390
"11.99","4.2006056453822965",17707,390
"11.99","4.2006056453822965",17708,390
"11.99","4.2006056453822965",17709,391
"11.99","4.2006056453822965",17710,391
"11.99","4.2006056453822965",17711,391
"11.99","4.2006056453822965",17712,391
"11.99","4.2006056453822965",17713,391
"11.99","4.2006056453822965",17718,393
"11.99","4.2006056453822965",17719,393
"11.99","4.2006056453822965",17720,393
"11.99","4.2006056453822965",17721,393
"11.99","4.2006056453822965",17722,393
"11.99","4.2006056453822965",17730,396
"11.99","4.2006056453822965",17731,396
"11.99","4.2006056453822965",17732,396
"11.99","4.2006056453822965",17733,397
"11.99","4.2006056453822965",17734,397
"11.99","4.2006056453822965",17735,398
"11.99","4.2006056453822965",17736,398
"11.99","4.2006056453822965",17737,398
"11.99","4.2006056453822965",17738,399
"11.99","4.2006056453822965",17739,399
"11.99","4.2006056453822965",17743,402
"11.99","4.2006056453822965",17744,402
"11.99","4.2006056453822965",17745,402
"11.99","4.2006056453822965",17746,403
"11.99","4.2006056453822965",17747,403
"11.99","4.2006056453822965",17748,403
"11.99","4.2006056453822965",17749,403
"11.99","4.2006056453822965",17750,403
"11.99","4.2006056453822965",17751,403
"11.99","4.2006056453822965",17756,405
"11.99","4.2006056453822965",17757,405
"11.99","4.2006056453822965",17758,405
"11.99","4.2006056453822965",17759,405
"11.99","4.2006056453822965",17760,405
"11.99","4.2006056453822965",17761,405
"11.99","4.2006056453822965",17762,406
"11.99","4.2006056453822965",17763,406
"11.99","4.2006056453822965",17764,406
"11.99","4.2006056453822965",17765,406
"11.99","4.2006056453822965",17766,406
"11.99","4.2006056453822965",17767,406
"11.99","4.2006056453822965",17768,406
"11.99","4.2006056453822965",17769,407
"11.99","4.2006056453822965",17770,407
"11.99","4.2006056453822965",17771,408
"11.99","4.2006056453822965",17772,408
"11.99","4.2006056453822965",17773,408
"11.99","4.2006056453822965",17782,411
"11.99","4.2006056453822965",17783,411
"11.99","4.2006056453822965",17784,411
"11.99","4.2006056453822965",17788,414
"11.99","4.2006056453822965",17789,414
"11.99","4.2006056453822965",17790,414
"11.99","4.2006056453822965",17791,415
"11.99","4.2006056453822965",17792,415
"11.99","4.2006056453822965",17798,417
"11.99","4.2006056453822965",17802,419
"11.99","4.2006056453822965",17803,420
"11.99","4.2006056453822965",17804,420
"11.99","4.2006056453822965",17805,420
"11.99","4.2006056453822965",17806,421
"11.99","4.2006056453822965",17807,421
"11.99","4.2006056453822965",17808,421
"11.99","4.2006056453822965",17809,422
"11.99","4.2006056453822965",17810,422
"11.99","4.2006056453822965",17811,422
"11.99","4.2006056453822965",17812,422
"11.99","4.2006056453822965",17822,426
"11.99","4.2006056453822965",17823,426
"11.99","4.2006056453822965",17824,426
"11.99","4.2006056453822965",17825,426
"11.99","4.2006056453822965",17826,426
"11.99","4.2006056453822965",17841,430
"11.99","4.2006056453822965",17842,430
"11.99","4.2006056453822965",17843,430
"11.99","4.2006056453822965",17844,430
"11.99","4.2006056453822965",17845,430
"11.99","4.2006056453822965",17846,430
"11.99","4.2006056453822965",17854,432
"11.99","4.2006056453822965",17855,432
"11.99","4.2006056453822965",17856,432
"11.99","4.2006056453822965",17857,434
"11.99","4.2006056453822965",17858,434
"11.99","4.2006056453822965",17859,434
"11.99","4.2006056453822965",17860,434
"11.99","4.2006056453822965",17861,434
"11.99","4.2006056453822965",17862,434
"11.99","4.2006056453822965",17863,434
"11.99","4.2006056453822965",17866,436
"11.99","4.2006056453822965",17870,438
"11.99","4.2006056453822965",17871,438
"11.99","4.2006056453822965",17872,438
"11.99","4.2006056453822965",17873,438
"11.99","4.2006056453822965",17874,438
"11.99","4.2006056453822965",17875,438
"11.99","4.2006056453822965",17882,441
"11.99","4.2006056453822965",17883,441
"11.99","4.2006056453822965",17884,442
"11.99","4.2006056453822965",17885,442
"11.99","4.2006056453822965",17886,442
"11.99","4.2006056453822965",17887,442
"11.99","4.2006056453822965",17901,447
"11.99","4.2006056453822965",17902,447
"11.99","4.2006056453822965",17903,447
"11.99","4.2006056453822965",17904,447
"11.99","4.2006056453822965",17905,448
"11.99","4.2006056453822965",17906,448
"11.99","4.2006056453822965",17907,448
"11.99","4.2006056453822965",17908,448
"11.99","4.2006056453822965",17909,448
"11.99","4.2006056453822965",17913,450
"11.99","4.2006056453822965",17914,450
"11.99","4.2006056453822965",17915,450
"11.99","4.2006056453822965",17916,450
"11.99","4.2006056453822965",17917,450
"11.99","4.2006056453822965",17918,450
